,CustomerId,Surname,Credit Score,Geography,Gender,Age,Tenure,Estimated Salary,Account Balance,NumOfProducts,Has Credit Card,Active Members,Exited,Number of Product Category
937,15613630,Tang,775,France,Male,52,8,96823.32,109922.61,1,1,1,1,Low
938,15662100,Hsu,850,Germany,Female,44,5,171096.2,128605.32,1,1,1,0,Low
939,15668032,Buchanan,577,France,Female,37,4,79881.39,0.0,1,1,1,0,Low
940,15599289,Yeh,724,France,Female,37,10,157862.82,68598.56,1,0,0,0,Low
941,15754084,Palazzi,710,Spain,Male,35,1,127951.81,106518.52,1,1,1,0,Low
942,15676521,Y?An,696,France,Female,31,8,191074.11,0.0,2,0,0,0,Medium
943,15804586,Lin,376,France,Female,46,6,157333.69,0.0,1,0,0,1,Low
944,15781465,Schofield,675,Germany,Female,29,8,133457.52,121326.42,1,0,0,0,Low
945,15729362,Lombardi,745,France,Male,36,8,130789.6,67226.37,1,0,0,0,Low
946,15709295,Wall,697,Spain,Female,25,5,128373.88,82931.85,2,1,1,0,Medium
947,15745324,Milani,599,Spain,Female,39,4,194273.2,0.0,1,0,0,1,Low
948,15741336,Ejimofor,715,France,Female,38,5,5684.17,118590.41,1,1,1,1,Low
949,15783659,Blackburn,659,France,Male,67,4,131043.2,145981.87,1,1,1,0,Low
950,15620981,Wickham,684,France,Female,48,3,21228.34,73309.38,1,0,0,1,Low
951,15630328,Bird,635,France,Female,48,8,43250.3,130796.33,2,1,1,0,Medium
952,15785899,Ch'En,789,Germany,Male,33,8,4389.4,151607.56,1,0,0,0,Low
953,15606149,Wood,571,Germany,Female,66,9,189271.9,111577.01,1,1,1,0,Low
954,15671139,Brizendine,694,Spain,Male,39,0,102284.2,107042.74,1,1,1,0,Low
955,15660429,Ch'In,665,Spain,Female,42,2,156774.94,156371.61,2,1,1,1,Medium
956,15571002,Yusupov,706,France,Female,44,4,69865.49,129605.99,1,0,0,0,Low
957,15631681,Jibunoh,807,Spain,Female,43,0,85523.24,0.0,2,1,1,0,Medium
958,15731522,Ts'Ui,771,Spain,Female,67,8,51219.8,0.0,2,1,1,0,Medium
959,15619529,Ndukaku,531,Spain,Male,27,8,7222.92,132576.25,1,0,0,0,Low
960,15628034,Wilder,629,France,Female,37,6,23971.33,129101.3,1,1,1,0,Low
961,15686164,Maclean,850,Germany,Female,31,1,132173.31,108822.4,1,1,1,0,Low
962,15582797,Ch'Iu,685,Spain,Male,35,4,113639.64,137948.51,1,0,0,0,Low
963,15753831,Cox,642,Spain,Male,32,7,39768.59,100433.8,1,1,1,0,Low
964,15731815,Nepean,529,Spain,Male,63,4,108732.96,96134.11,3,0,0,1,High
965,15580956,Mcness,683,Germany,Female,43,4,117349.19,115888.04,1,1,1,1,Low
966,15602084,Coles,663,France,Female,42,5,78004.5,124626.07,1,1,1,0,Low
967,15589805,Benson,563,France,Female,34,6,152417.79,139810.34,1,1,1,0,Low
968,15720893,Gilbert,637,Spain,Female,34,9,26057.08,0.0,2,0,0,0,Medium
969,15641009,Wilhelm,544,France,Male,37,3,79972.09,84496.71,1,0,0,0,Low
970,15605926,Sinclair,649,Germany,Male,70,9,107125.79,116854.71,2,1,1,0,Medium
971,15805955,Incomplete,638,France,Female,48,10,47679.14,138333.03,1,1,1,0,Low
972,15801488,Buckner,723,France,Male,25,3,134509.47,0.0,2,1,1,0,Medium
973,15605918,Padovesi,635,Germany,Male,43,5,153265.31,78992.75,2,0,0,0,Medium
974,15779711,Gray,750,Spain,Female,38,7,179883.04,97257.41,2,1,1,0,Medium
975,15705620,Incomplete,730,France,Male,34,5,138882.98,122453.37,2,0,0,0,Medium
976,15685357,Wright,750,Spain,Female,36,8,9855.81,112940.07,1,1,1,0,Low
977,15570060,Palerma,586,France,Female,43,8,67046.83,132558.26,1,0,0,1,Low
978,15582616,Y?An,520,France,Female,38,4,56388.63,0.0,2,0,0,0,Medium
979,15799515,Wei,652,France,Female,48,8,77764.37,133297.24,1,0,0,0,Low
980,15642937,Padovesi,550,France,Female,46,7,130590.35,0.0,2,0,0,0,Medium
981,15624729,Tsao,594,France,Male,27,0,151912.49,197041.8,1,0,0,0,Low
982,15566156,Franklin,749,Germany,Female,44,0,151083.8,71497.79,2,0,0,0,Medium
983,15792360,Clark,668,France,Male,32,7,777.37,0.0,2,1,1,0,Medium
984,15807008,Mcgregor,614,Germany,Female,35,6,69454.24,128100.28,1,0,0,1,Low
985,15704770,Pan,773,France,Male,25,1,11723.57,124532.78,2,1,1,0,Medium
986,15756475,Kenniff,551,Germany,Male,31,9,91565.25,82293.82,2,1,1,0,Medium
987,15655339,Spencer,566,France,Male,36,1,79616.37,142120.91,1,0,0,0,Low
988,15613749,Lees,569,Spain,Male,34,0,102299.81,151839.26,1,0,0,1,Low
989,15664521,David,659,Spain,Male,31,7,104533.51,149620.88,2,1,1,0,Medium
990,15681206,Hsing,722,France,Female,49,3,140765.57,168197.66,1,0,0,1,Low
991,15745527,Burke,655,France,Male,37,5,66214.13,93147.0,2,0,0,0,Medium
992,15806926,Watson,615,France,Female,35,2,139816.1,97440.02,2,1,1,0,Medium
993,15724563,Hawkins,752,Germany,Female,42,3,140139.28,65046.08,2,1,1,0,Medium
994,15782899,Ginn,661,Spain,Female,28,7,102297.15,95357.49,1,0,0,0,Low
995,15623521,Sozonov,838,Spain,Male,43,9,145765.83,123105.88,2,0,0,0,Medium
996,15810218,Sun,610,Spain,Male,29,9,83912.24,0.0,3,1,1,0,High
997,15645621,Hunter,811,Spain,Male,44,3,78439.73,0.0,2,1,1,0,Medium
998,15608114,Manfrin,587,Spain,Male,62,7,6776.92,121286.27,1,1,1,0,Low
999,15659557,Artamonova,811,Germany,Female,28,4,9903.42,167738.82,2,1,1,0,Medium
1000,15787772,Hansen,759,France,Female,38,1,91561.91,104091.29,1,0,0,0,Low
1001,15691111,Pai,648,Germany,Female,42,8,4027.02,121980.56,2,0,0,0,Medium
1002,15592089,Larsen,788,France,Female,43,10,116111.51,0.0,2,1,1,0,Medium
1003,15633897,Owen,725,Germany,Male,39,1,184023.54,50880.98,2,1,1,0,Medium
1004,15701301,Murphy,646,France,Female,42,3,67124.48,175159.9,2,0,0,1,Medium
1005,15723685,Ekechukwu,601,Germany,Female,26,7,50070.59,105514.69,2,0,0,0,Medium
1006,15701602,Ayers,521,Germany,Male,52,5,53793.1,116497.31,3,0,0,1,High
1007,15739189,Johnson,561,Spain,Female,33,6,45261.47,0.0,2,0,0,0,Medium
1008,15573086,Millar,564,France,Male,42,7,36721.4,99824.45,1,1,1,0,Low
1009,15569050,Farrell,444,France,Male,45,6,130009.85,0.0,1,0,0,1,Low
1010,15750765,Sanders,650,Spain,Male,71,0,175380.77,0.0,1,1,1,0,Low
1011,15799811,Herrera,724,France,Male,40,10,127847.25,0.0,1,0,0,1,Low
1012,15698442,Eberechukwu,719,Spain,Male,35,3,138231.7,122964.88,1,1,1,0,Low
1013,15655274,Bardin,548,France,Female,29,4,48673.18,0.0,2,1,1,0,Medium
1014,15603594,Nwankwo,635,Spain,Male,24,4,70668.77,0.0,2,1,1,0,Medium
1015,15585961,Talbot,496,Spain,Female,43,3,199505.53,0.0,2,1,1,0,Medium
1016,15686936,Mcgregor,676,France,Female,37,5,169583.18,89634.69,1,1,1,1,Low
1017,15770424,Onyeorulu,541,Germany,Male,40,7,49063.42,95710.11,2,0,0,0,Medium
1018,15587451,Goold,778,Germany,Male,41,7,63337.19,139706.31,1,0,0,0,Low
1019,15602010,Zikoranaudodimma,850,Germany,Female,45,5,60083.11,103909.86,1,0,0,1,Low
1020,15600583,Garner,633,France,Male,31,1,48606.71,0.0,1,0,0,0,Low
1021,15654673,Onyinyechukwuka,625,France,Male,49,6,165580.93,173434.9,1,0,0,1,Low
1022,15717164,Genovese,485,Spain,Male,32,6,194010.12,102238.01,2,1,1,0,Medium
1023,15765014,Mai,547,France,Female,48,1,69263.1,179380.74,2,1,1,0,Medium
1024,15682639,Marshall,642,France,Male,32,3,88698.83,0.0,2,1,1,0,Medium
1025,15729279,Naylor,718,France,Female,25,4,63030.97,108691.95,1,0,0,0,Low
1026,15759805,Pinto,582,France,Female,32,4,59668.81,0.0,2,0,0,0,Medium
1027,15767864,Fulton,628,France,Male,33,6,184230.23,0.0,2,0,0,0,Medium
1028,15769948,Palerma,737,Germany,Male,35,0,64050.19,133377.8,1,1,1,0,Low
1029,15686345,Mccaffrey,828,Spain,Male,34,9,81853.98,0.0,2,1,1,0,Medium
1030,15688071,Collins,609,Spain,Male,53,10,154642.91,0.0,1,1,1,0,Low
1031,15681174,Zuev,730,France,Male,39,1,145679.6,116537.6,1,0,0,0,Low
1032,15667521,Crawford,631,France,Female,22,3,30781.77,0.0,2,0,0,0,Medium
1033,15750243,Genovese,830,Spain,Male,40,4,81622.52,0.0,2,1,1,0,Medium
1034,15695475,Maclean,645,France,Male,29,1,196474.35,130131.08,2,1,1,0,Medium
1035,15689176,Fabro,663,France,Male,46,3,176276.1,0.0,2,1,1,0,Medium
1036,15652955,Price,678,Spain,Male,30,0,35113.08,0.0,1,0,0,0,Low
1037,15668958,Chatfield,521,France,Male,30,2,64299.82,107316.09,1,0,0,0,Low
1038,15631054,Volkova,625,France,Female,24,1,180969.55,0.0,2,1,1,0,Medium
1039,15581479,Archer,523,France,Male,30,1,138176.78,83181.29,1,1,1,0,Low
1040,15577478,Ch'Iu,714,France,Female,72,3,86733.61,0.0,1,1,1,0,Low
1041,15780870,Mckay,580,Spain,Male,67,3,7418.92,153946.14,1,1,1,0,Low
1042,15692317,Craig,722,France,Male,30,5,166376.54,0.0,2,0,0,0,Medium
1043,15593969,Abramovich,630,Spain,Female,39,7,140881.2,135483.17,1,0,0,1,Low
1044,15570417,Chien,579,France,Male,35,1,4460.2,0.0,2,0,0,0,Medium
1045,15779059,Timms,670,France,Female,38,4,110472.12,119624.54,2,1,1,0,Medium
1046,15785980,Williford,588,Spain,Male,34,6,86460.28,121132.26,2,0,0,0,Medium
1047,15644200,Hamilton,807,Spain,Female,42,1,16500.66,0.0,1,0,0,1,Low
1048,15793949,Cheng,726,France,Female,48,4,114020.06,0.0,1,0,0,1,Low
1049,15645103,Incomplete,812,Germany,Male,25,5,131660.31,54817.55,1,0,0,0,Low
1050,15705860,Mckenzie,631,Germany,Male,40,3,52449.62,107949.45,1,0,0,1,Low
1051,15623828,Akobundu,682,France,Male,30,4,161465.31,0.0,1,1,1,0,Low
1052,15715003,Incomplete,625,Spain,Female,49,2,20018.79,80816.45,1,1,1,0,Low
1053,15623471,Marcelo,607,Germany,Male,38,3,176318.27,98205.77,1,0,0,0,Low
1054,15798348,Chukwuebuka,600,Spain,Female,50,6,50488.91,94684.27,1,1,1,0,Low
1055,15743016,Macdonald,602,Spain,Female,22,7,30379.6,141604.76,1,0,0,0,Low
1056,15769499,Lampungmeiua,545,Spain,Female,74,3,161326.73,0.0,2,1,1,0,Medium
1057,15798521,Tai,675,Spain,Male,33,3,45348.08,0.0,2,0,0,0,Medium
1058,15706534,Enyinnaya,581,France,Female,47,1,180251.68,122949.14,1,0,0,1,Low
1059,15706186,Mckenzie,640,Germany,Male,33,8,34925.56,81677.22,2,0,0,0,Medium
1060,15812197,Kline,850,France,Male,38,7,126555.74,80293.98,1,0,0,0,Low
1061,15650933,Incomplete,490,Spain,Female,48,8,187921.3,155413.06,1,0,0,0,Low
1062,15692991,Wood,710,Spain,Female,38,4,136390.88,0.0,2,1,1,0,Medium
1063,15631189,Riggs,613,Germany,Male,38,9,78566.64,67111.65,1,0,0,1,Low
1064,15762198,Capon,812,France,Male,34,5,166038.27,103818.43,1,1,1,0,Low
1065,15699598,Smith,723,France,Female,20,4,140385.33,0.0,2,1,1,0,Medium
1066,15692744,Davison,512,France,Male,36,4,38629.3,152169.12,2,0,0,1,Medium
1067,15688963,Ingram,731,France,Female,52,10,24998.75,0.0,1,1,1,1,Low
1068,15599131,Dilke,650,Germany,Male,26,4,128815.33,214346.96,2,0,0,0,Medium
1069,15680303,Gibson,594,France,Male,57,6,19376.56,0.0,1,0,0,1,Low
1070,15628674,Iadanza,844,France,Male,40,7,31904.31,113348.14,1,0,0,1,Low
1071,15648075,Hebert,686,Germany,Female,47,5,173179.79,170935.94,1,0,0,1,Low
1072,15586970,Pinto,695,Germany,Male,52,8,22485.64,103023.26,1,1,1,0,Low
1073,15625698,Dumetochukwu,624,Spain,Female,23,6,196668.51,0.0,2,1,1,0,Medium
1074,15790497,Ross,503,Spain,Male,37,6,136506.86,0.0,2,0,0,0,Medium
1075,15682618,Jamieson,535,France,Female,31,7,36278.89,111855.04,2,1,1,0,Medium
1076,15762937,Chiganu,743,Germany,Female,32,6,163254.39,140348.56,2,1,1,0,Medium
1077,15750929,Burgess,702,Spain,Male,39,8,99654.13,0.0,2,0,0,0,Medium
1078,15729832,Cheng,658,France,Male,29,3,20207.02,145512.84,1,0,0,0,Low
1079,15633650,Woods,677,Germany,Female,41,8,4195.84,146720.98,2,1,1,0,Medium
1080,15748856,Liang,664,France,Male,32,10,112340.2,107209.73,1,1,1,0,Low
1081,15589195,Bluett,766,Germany,Female,38,7,2035.94,130933.74,1,1,1,0,Low
1082,15699911,Chapman,461,Spain,Female,35,8,132295.95,0.0,1,0,0,0,Low
1083,15663438,Andrejew,688,Spain,Male,36,0,177383.68,89772.3,1,0,0,1,Low
1084,15692583,Udobata,678,France,Female,32,5,90284.47,0.0,2,0,0,0,Medium
1085,15591257,Ejimofor,796,France,Male,24,8,61349.37,0.0,2,0,0,0,Medium
1086,15646513,Spyer,803,France,Male,42,5,196466.83,0.0,1,0,0,1,Low
1087,15708063,Walker,712,France,Male,36,2,70758.37,100749.5,3,0,0,1,High
1088,15696098,Palermo,498,France,Female,31,10,13892.57,0.0,2,0,0,0,Medium
1089,15645517,Philip,850,Spain,Male,22,2,9684.52,0.0,2,1,1,0,Medium
1090,15649744,Fallaci,628,France,Female,51,3,40546.15,123981.31,2,1,1,0,Medium
1091,15604304,Perry,539,Germany,Female,34,4,136603.42,91622.42,1,1,1,0,Low
1092,15784092,Henderson,732,France,Male,36,7,133172.48,126195.81,1,1,1,0,Low
1093,15585198,Bergamaschi,715,France,Male,41,4,152821.12,94267.9,1,1,1,1,Low
1094,15624347,Fokine,651,France,Male,40,4,147715.83,0.0,2,1,1,0,Medium
1095,15621687,Mackay,813,France,Male,34,0,43169.15,0.0,2,0,0,0,Medium
1096,15689081,Incomplete,692,France,Male,29,4,76755.99,0.0,1,0,0,1,Low
1097,15813168,Maslova,756,Germany,Female,39,3,73406.04,100717.85,3,1,1,1,High
1098,15604295,Wei,543,France,Male,36,6,176728.28,0.0,2,0,0,0,Medium
1099,15724127,Mclean,790,France,Female,26,4,98309.27,141581.71,2,0,0,0,Medium
1100,15673055,Sung,494,Spain,Male,38,7,6203.66,0.0,2,1,1,0,Medium
1101,15768201,Paterson,850,France,Female,39,2,176791.27,148586.64,1,1,1,0,Low
1102,15782219,Fanucci,703,Spain,Male,29,9,50679.48,0.0,2,0,0,0,Medium
1103,15746410,Thompson,432,Spain,Male,38,7,150580.88,0.0,2,0,0,0,Medium
1104,15780144,Tisdall,512,Germany,Female,32,2,80120.19,123403.85,2,0,0,0,Medium
1105,15590476,Onochie,589,France,Male,28,7,151645.96,0.0,2,0,0,0,Medium
1106,15624293,Mironova,514,France,Female,46,3,55072.32,106511.85,1,0,0,0,Low
1107,15618182,Ndubueze,678,France,Female,38,2,115068.99,0.0,2,0,0,0,Medium
1108,15660316,Stephenson,420,Germany,Female,34,1,149471.13,135549.9,1,0,0,1,Low
1109,15678886,Golubev,679,Germany,Male,38,7,46522.68,110555.37,2,0,0,0,Medium
1110,15616330,Liao,595,France,Male,31,4,189995.86,0.0,2,0,0,0,Medium
1111,15592229,Mullan,713,France,Female,52,0,46369.57,185891.54,1,1,1,1,Low
1112,15798424,Glover,833,Germany,Male,59,1,30722.52,130854.59,1,1,1,1,Low
1113,15714750,Northey,690,France,Female,42,3,70810.6,92578.14,2,0,0,0,Medium
1114,15648800,Paterson,731,Germany,Female,21,8,106663.46,132312.06,1,0,0,1,Low
1115,15626147,Maclean,608,France,Female,62,8,175836.03,144976.5,1,0,0,1,Low
1116,15626608,Howarde,479,Spain,Male,48,5,85646.41,87070.23,1,1,1,0,Low
1117,15723250,Teng,519,France,Male,42,8,101485.72,0.0,2,1,1,0,Medium
1118,15592583,Colman,731,France,Female,47,1,191734.67,115414.19,3,0,0,1,High
1119,15759381,Johnson,617,Spain,Male,61,7,101839.77,91070.43,1,1,1,0,Low
1120,15585241,Butcher,756,Spain,Male,29,2,4888.91,117412.19,2,0,0,0,Medium
1121,15589358,Stanley,848,Germany,Male,31,4,193132.98,90018.45,2,0,0,0,Medium
1122,15672704,Jackson,809,France,Female,24,4,193518.76,0.0,2,0,0,0,Medium
1123,15789955,Incomplete,698,Germany,Male,56,1,93982.02,112414.81,2,0,0,1,Medium
1124,15596800,Hill,779,Germany,Male,33,1,197000.92,158456.76,1,1,1,1,Low
1125,15627305,Pan,606,Spain,Male,35,7,106837.06,0.0,1,0,0,1,Low
1126,15645316,Han,612,Germany,Female,58,1,115161.28,149641.53,1,1,1,0,Low
1127,15593973,Wilkie,663,Spain,Female,33,8,196260.3,122528.18,1,0,0,0,Low
1128,15647301,Bray,549,Germany,Female,45,3,96404.38,143734.01,2,1,1,0,Medium
1129,15750258,Ann,675,France,Female,32,2,97658.66,155663.31,1,0,0,0,Low
1130,15685309,Souter,669,France,Female,35,7,49108.23,0.0,1,1,1,1,Low
1131,15628205,Greco,571,Germany,Female,34,1,195651.66,101736.66,1,1,1,0,Low
1132,15733974,Mao,500,Spain,Male,37,9,111698.0,125822.21,1,0,0,0,Low
1133,15762110,Anderson,628,France,Male,37,0,171707.93,0.0,2,1,1,0,Medium
1134,15706899,Incomplete,559,France,Male,34,4,66721.98,0.0,2,1,1,0,Medium
1135,15732660,Black,769,France,Female,27,2,57876.05,0.0,1,1,1,0,Low
1136,15656121,Medvedeva,733,Germany,Male,31,6,177994.81,157791.07,2,0,0,0,Medium
1137,15614220,Benson,750,France,Male,22,5,105125.65,0.0,2,1,1,0,Medium
1138,15645269,Duncan,583,France,Female,42,4,17439.66,0.0,2,0,0,0,Medium
1139,15698510,Onwudiwe,468,Germany,Male,42,9,172668.39,181627.14,2,0,0,0,Medium
1140,15569247,Mitchell,727,Spain,Female,57,1,753.37,109679.72,1,1,1,0,Low
1141,15566251,Ferrari,618,France,Female,37,5,98686.4,96652.86,1,0,0,1,Low
1142,15716134,Russo,617,France,Male,40,5,107047.92,190008.32,2,1,1,0,Medium
1143,15763625,Hazon,793,Spain,Male,41,9,152153.74,0.0,2,0,0,0,Medium
1144,15605965,Henderson,630,France,Male,43,9,34338.04,0.0,2,1,1,0,Medium
1145,15694821,Hardy,765,Germany,Male,43,4,173878.87,148962.76,1,1,1,1,Low
1146,15601688,Piccio,546,France,Male,28,8,159254.29,0.0,1,0,0,0,Low
1147,15575581,Dickson,614,Germany,Female,30,3,54776.64,131344.52,2,0,0,0,Medium
1148,15671209,Holden,593,Germany,Female,29,5,134594.99,101713.84,3,0,0,0,High
1149,15616529,Hsieh,613,Spain,Male,34,3,41724.72,0.0,1,1,1,0,Low
1150,15773906,Doherty,655,France,Male,38,4,110527.71,0.0,2,0,0,0,Medium
1151,15722993,Page,700,France,Female,27,6,8996.79,137963.07,1,0,0,0,Low
1152,15752463,Samuel,826,Spain,Female,29,4,190200.53,129938.07,1,1,1,0,Low
1153,15589754,Malloy,652,Germany,Male,45,2,115333.43,151421.44,1,1,1,0,Low
1154,15669899,Fitts,755,Germany,Female,45,7,143619.52,135643.0,1,0,0,1,Low
1155,15766887,Iadanza,538,Spain,Male,39,2,58467.08,122773.5,2,1,1,0,Medium
1156,15768006,Incomplete,729,France,Male,34,3,12128.69,152303.8,1,0,0,0,Low
1157,15741295,Yefimova,615,France,Male,49,3,49872.33,0.0,2,1,1,0,Medium
1158,15811327,Pan,700,Spain,Male,54,1,139735.54,79415.67,1,1,1,0,Low
1159,15690007,Ts'Ui,434,Germany,Female,58,9,60891.8,125801.03,2,0,0,1,Medium
1160,15690664,Liang,729,Spain,Male,37,10,100862.54,0.0,2,0,0,0,Medium
1161,15719348,Tsao,513,France,Male,35,8,76640.29,0.0,1,0,0,1,Low
1162,15781802,Abramov,755,France,Male,41,6,126013.58,104817.41,1,0,0,1,Low
1163,15752731,Millar,615,France,Female,30,9,87347.82,0.0,1,0,0,0,Low
1164,15600997,Demuth,747,Germany,Female,32,5,77370.37,67495.04,2,1,1,0,Medium
1165,15750776,Genovese,850,France,Female,36,0,62722.44,164850.54,1,1,1,0,Low
1166,15723907,Lawless,712,Germany,Female,49,5,196257.68,154776.42,2,0,0,0,Medium
1167,15633419,Brooks,622,Germany,Female,28,1,81723.8,143124.63,2,0,0,0,Medium
1168,15702430,Ignatyeva,548,France,Female,35,10,31299.71,0.0,1,1,1,0,Low
1169,15710456,Balmain,607,France,Female,27,2,63495.86,0.0,2,0,0,0,Medium
1170,15650351,Millar,653,France,Female,38,8,166520.96,102133.38,1,1,1,0,Low
1171,15590820,Ecuyer,699,Spain,Male,26,6,150242.44,79932.41,1,0,0,0,Low
1172,15640454,Parkhill,693,Germany,Male,40,0,27345.18,120711.73,1,0,0,1,Low
1173,15697789,Li Fonti,647,Germany,Female,43,3,87000.39,122717.53,2,1,1,0,Medium
1174,15808182,Beneventi,478,Spain,Female,36,3,44912.7,92363.3,2,0,0,0,Medium
1175,15588670,Despeissis,705,Spain,Female,40,5,179978.68,203715.15,1,0,0,1,Low
1176,15721292,Atkins,719,Spain,Male,39,5,145759.7,0.0,2,0,0,0,Medium
1177,15604217,Williams,726,France,Male,34,9,14121.61,0.0,2,0,0,0,Medium
1178,15651369,Wright,626,France,Male,21,1,66232.23,0.0,2,0,0,0,Medium
1179,15782454,Hancock,552,France,Male,49,4,190296.76,0.0,1,1,1,1,Low
1180,15814032,Hsieh,807,Germany,Female,31,1,172782.69,93460.47,2,0,0,0,Medium
1181,15570326,Wilkins,621,France,Male,34,6,99128.13,0.0,2,1,1,0,Medium
1182,15624428,Longo,651,Germany,Female,24,7,178341.33,40224.7,1,1,1,0,Low
1183,15755638,Mancini,673,France,Female,43,5,146992.24,168069.73,1,1,1,1,Low
1184,15600992,Madukaego,652,France,Male,36,1,151314.98,0.0,2,1,1,0,Medium
1185,15755649,Winter-Irving,584,Germany,Male,47,7,92915.84,130538.77,1,0,0,0,Low
1186,15795228,Stewart,756,France,Male,37,3,58974.0,132623.6,1,1,1,0,Low
1187,15589257,Grant,670,France,Female,35,3,174627.06,103465.02,2,1,1,0,Medium
1188,15719302,Brennan,765,France,Female,50,9,79579.94,126547.8,1,1,1,1,Low
1189,15639882,She,528,France,Male,30,2,50771.16,128262.72,2,0,0,0,Medium
1190,15791279,Murray,701,France,Male,40,5,153537.55,169742.64,1,1,1,1,Low
1191,15636935,Rischbieth,797,France,Female,29,1,132975.39,0.0,2,1,1,0,Medium
1192,15686909,Lung,639,Germany,Male,27,3,85208.93,150795.81,1,1,1,0,Low
1193,15589572,Otutodilichukwu,785,Spain,Female,61,4,170214.82,129855.72,2,0,0,1,Medium
1194,15779947,Thomas,363,Spain,Female,28,6,100615.14,146098.43,3,0,0,1,High
1195,15573769,Fiorentini,764,France,Female,24,7,186105.99,0.0,2,0,0,0,Medium
1196,15578866,Hughes,676,France,Female,43,2,55119.53,0.0,1,1,1,0,Low
1197,15739131,Whitworth,718,Germany,Male,28,4,28760.99,65643.3,1,0,0,0,Low
1198,15813444,Mcintosh,590,Spain,Female,34,6,171021.44,0.0,2,0,0,0,Medium
1199,15678058,Ayers,584,France,Male,38,9,176678.72,104584.16,1,0,0,0,Low
1200,15769169,Trentino,645,France,Male,41,7,28667.56,0.0,1,1,1,0,Low
1201,15804602,Boyd,772,Germany,Male,30,6,197238.03,99785.28,2,0,0,0,Medium
1202,15651052,Mcmasters,399,Germany,Male,46,2,139994.68,127655.22,1,0,0,1,Low
1203,15724334,Alekseyeva,529,France,Male,22,5,151169.83,0.0,1,0,0,0,Low
1204,15569451,Miller,463,France,Male,35,2,118113.64,101257.16,1,1,1,0,Low
1205,15650098,Baranova,630,France,Female,40,7,34453.17,0.0,2,1,1,0,Medium
1206,15724307,Mitchell,780,France,Male,76,10,64872.33,121313.88,1,1,1,0,Low
1207,15599268,Yobachi,584,Spain,Male,32,5,10956.82,0.0,2,0,0,0,Medium
1208,15594864,Huang,752,Germany,Male,30,4,36885.85,81523.38,1,1,1,0,Low
1209,15616451,Genovese,697,France,Female,47,6,168053.4,128252.66,1,1,1,0,Low
1210,15715667,Sorokina,850,France,Female,32,7,155227.0,0.0,2,0,0,0,Medium
1211,15658969,Gray,711,France,Male,51,7,38409.79,0.0,3,0,0,1,High
1212,15738174,Ervin,452,France,Female,32,5,75279.39,0.0,2,1,1,0,Medium
1213,15813590,Vance,610,Spain,Male,42,6,158302.59,0.0,2,0,0,1,Medium
1214,15624229,Noble,694,France,Female,22,4,11525.72,0.0,2,1,1,0,Medium
1215,15674148,Milanesi,579,Spain,Male,33,6,94993.04,0.0,1,0,0,1,Low
1216,15625080,Parkin,745,Spain,Female,54,8,173912.29,0.0,1,0,0,1,Low
1217,15682528,Cremonesi,572,France,Male,33,5,41139.05,0.0,1,1,1,0,Low
1218,15696900,Burns,505,Germany,Male,29,3,58019.95,145541.56,2,1,1,0,Medium
1219,15730038,Docherty,706,France,Female,23,5,164128.41,0.0,1,0,0,1,Low
1220,15812272,Ugonna,693,Germany,Male,44,5,46998.13,124601.58,2,1,1,1,Medium
1221,15654654,Incomplete,725,Germany,Female,33,7,177279.41,115182.84,2,1,1,0,Medium
1222,15697625,Bevan,791,France,Male,37,2,75832.53,163789.49,2,0,0,0,Medium
1223,15616280,Hsia,536,France,Male,46,1,61094.53,65733.41,1,0,0,0,Low
1224,15654229,O'Neill,699,Spain,Male,47,1,30117.44,0.0,2,1,1,0,Medium
1225,15628298,Johnstone,500,Spain,Female,47,8,179227.12,128486.11,1,0,0,0,Low
1226,15733387,Pham,707,Spain,Female,53,6,52110.45,109663.47,1,1,1,0,Low
1227,15775572,Bergamaschi,531,Germany,Female,42,6,75248.75,88324.31,2,0,0,0,Medium
1228,15613844,Murphy,557,France,Female,28,7,184317.74,146445.24,2,0,0,0,Medium
1229,15578515,Osinachi,659,France,Female,38,3,158553.1,0.0,2,0,0,0,Medium
1230,15607598,Muravyov,575,Spain,Female,31,6,95686.42,0.0,2,1,1,0,Medium
1231,15742480,Igwebuike,775,Germany,Male,36,2,71682.54,109949.05,2,1,1,0,Medium
1232,15749482,Zack,772,Spain,Male,30,4,1790.48,78653.05,1,0,0,0,Low
1233,15607537,Crawford,587,Germany,Male,46,9,139431.0,107850.82,1,0,0,1,Low
1234,15575410,Chidiegwu,667,Germany,Female,39,4,118358.54,83765.35,2,0,0,0,Medium
1235,15684865,Lucchesi,771,France,Female,66,7,130827.88,143773.07,1,1,1,0,Low
1236,15600700,Pan,523,Germany,Male,63,6,119404.63,116227.27,1,1,1,0,Low
1237,15774155,Trevisani,662,Germany,Male,33,0,162703.0,103471.52,1,1,1,0,Low
1238,15634267,Yudin,717,France,Male,42,5,172665.21,0.0,2,0,0,0,Medium
1239,15619626,Wade,746,France,Male,24,3,170142.09,137492.35,2,1,1,0,Medium
1240,15660422,Chung,569,France,Male,28,7,73977.23,0.0,2,0,0,0,Medium
1241,15617934,Septimus,579,France,Male,36,9,60906.12,129829.59,1,1,1,0,Low
1242,15760774,Hargraves,519,France,Female,21,1,194867.27,146329.57,2,1,1,0,Medium
1243,15813132,Chukwukadibia,696,Germany,Male,30,4,193716.56,114027.7,1,1,1,0,Low
1244,15593331,Sidorov,693,Germany,Male,25,6,14633.35,146580.69,1,1,1,0,Low
